CODE,SHARE NAME,INDUSTRY,SHARES,WEIGHT,MARKET CAP,CLOSING,RSI Comparison Sector,RSI Comparison Market,Current Price,Current Value,Next Week Prediction,Next Month Prediction,Next Week Volume Prediction,Next Month Volume Prediction,Z-Score,Overbought_Oversold,Overbought_Oversold_Value,SECTOR RSI 1M,SECTOR RSI 3M,SECTOR RSI 6M,MARKET RSI 1M,MARKET RSI 3M,MARKET RSI 6M
NED.JO,NEDBANK,Banks,307.0,0.0195,78607.14,255.82,STXFIN,%5EJ300,27972.0,27972.0,-0.01,-0.01,-0.31,-0.49,1.32,0.02,1.02,1.09,1.07,1.13,1.09,1.18,1.33
NPH.JO,Northam Platinum Holdings,Precious Metals and Mining,241.0,0.0076,30636.23,127.22,STXRES,%5EJ300,12725.0,12725.0,0.03,0.02,-0.08,-0.16,-1.37,0.04,1.04,1.09,1.0,0.99,1.04,0.92,1.25
NPK.JO,Nampak,General Industrials,,0.0,,,STXFIN,%5EJ300,37469.0,37469.0,-0.06,-0.07,0.58,0.64,-0.17,0.18,1.18,1.22,1.98,1.85,1.22,2.19,2.06
NPN.JO,NASPERS -N,Software & Computer Services,93.0,0.0811,326912.28,3531.13,STXACW,%5EJ300,358840.0,358840.0,-0.07,-0.13,0.48,1.19,2.72,-0.02,0.98,1.02,0.88,,1.0,0.86,1.14
NRP.JO,NEPI ROCKCASTLE PLC,Real Estate Investment & Serv,373.0,0.0121,48760.45,130.89,STXPRO,%5EJ300,13890.0,13890.0,-0.02,-0.02,-0.38,-0.42,1.51,0.01,1.01,1.07,1.01,1.02,1.07,1.07,1.16
NTC.JO,NETCARE,Health Care Providers,937.0,0.0029,11701.82,12.49,STXFIN,%5EJ300,1270.0,1270.0,0.01,0.01,0.27,0.53,0.36,-0.01,0.99,1.07,1.0,0.81,1.07,1.1,1.0
NVS.JO,Novus,General Industrials,,0.0,,,STXFIN,%5EJ300,625.0,625.0,-0.01,-0.04,-0.88,-0.96,0.02,0.05,1.05,1.17,1.19,1.36,1.17,1.31,1.57
NWL.JO,Nuworld,Retailers,,0.0,,,STXFIN,%5EJ300,2751.0,2751.0,-0.02,-0.07,inf,inf,-0.53,-0.01,0.99,0.96,0.9,0.83,0.96,0.99,1.02
NY1.JO,Ninety One Limited,Investment Banking and Brokerage Service,150.0,0.0015,5904.26,39.44,STXFIN,%5EJ300,3801.0,3801.0,0.04,0.06,-0.47,-0.52,-0.95,-0.0,1.0,0.97,0.85,0.81,0.97,0.93,1.01
OCE.JO,OCEANA,Food Producers,59.0,0.001,4187.89,71.49,STXFIN,%5EJ300,7039.0,7039.0,-0.01,-0.01,0.44,0.48,1.53,-0.03,0.97,0.99,0.84,0.85,0.99,0.92,1.04
OMN.JO,OMNIA,Chemicals,115.0,0.002,7991.29,69.54,STXFIN,%5EJ300,6490.0,6490.0,-0.02,-0.04,-0.27,-0.3,-0.88,-0.0,1.0,0.94,1.04,0.91,0.94,1.15,1.11
OMU.JO,OLD MUTUAL LTD,Life Insurance,2941.0,0.0092,36884.29,12.54,STXFIN,%5EJ300,1193.0,1193.0,-0.01,-0.02,-0.1,-0.11,-0.2,-0.01,0.99,0.97,0.97,0.88,0.96,1.07,1.08
OUT.JO,OUTSURANCE,Nonlife Insurance,574.0,0.0067,27121.55,47.25,STXFIN,%5EJ300,4686.0,4686.0,0.03,0.08,-0.88,-0.96,-0.48,0.01,1.01,0.99,1.0,1.01,0.99,1.1,1.21
PA=F,Palladium Sep 24,TBC,332.0,0.0009,3816.29,11.49,STXFIN,%5EJ300,,,,,,,,,,0.9,0.81,0.84,0.9,0.88,1.03
PAN.JO,PAN AFRICAN RESOURCE,Precious Metals and Mining,1068.0,0.0017,6726.23,6.3,STXRES,%5EJ300,650.0,650.0,0.01,-0.02,-0.88,-0.96,-0.71,0.04,1.04,1.06,1.17,1.31,1.02,1.08,1.59
PIK.JO,PIK N PAY,Personal Care Drug and Grocery Stores,249.0,0.0017,6684.26,26.8,STXFIN,%5EJ300,2279.0,2279.0,0.02,0.03,-0.41,-0.6,-0.41,-0.06,0.94,0.96,0.99,0.77,0.96,1.09,0.97
PL=F,Platinum Oct 24,TBC,332.0,0.0009,3816.29,11.49,STXFIN,%5EJ300,,,,,,,,,,0.93,0.79,0.94,0.93,0.86,1.13
PMV.JO,Primeserv,Support Services,,0.0,,,STXFIN,%5EJ300,189.0,189.0,0.09,0.1,-0.88,-0.96,-0.79,0.13,1.13,1.18,1.33,1.27,1.18,1.47,1.47
PPC.JO,PPC,Construction & Materials,857.0,0.0008,3221.73,3.76,STXFIN,%5EJ300,397.0,397.0,-0.02,-0.02,-0.42,-0.46,2.12,0.03,1.03,1.11,1.02,0.91,1.11,1.12,1.11
PPE.JO,Purple,Investment Banking and Brokerage Service,,0.0,,,STXFIN,%5EJ300,79.0,79.0,0.0,0.07,-0.88,-0.96,1.95,-0.01,0.99,0.97,0.88,1.14,0.97,0.97,1.34
PPH.JO,PEPKOR HOLDINGS LTD,Retailers,1767.0,0.0085,34239.5,19.38,STXFIN,%5EJ300,1972.0,1972.0,0.01,-0.0,0.56,0.61,-0.74,0.02,1.02,1.02,0.93,0.9,1.02,1.03,1.09
PPR.JO,Putprop,Real Estate Investment Trusts,,0.0,,,STXPRO,%5EJ300,320.0,320.0,-0.03,-0.07,inf,inf,1.35,0.0,1.0,1.02,0.96,0.92,1.02,1.02,1.07
PRX.JO,PROSUS NV,Software & Computer Services,170.0,0.0272,109554.3,645.0,STXACW,%5EJ300,64440.0,64440.0,-0.02,-0.01,0.62,1.03,1.27,-0.02,0.98,1.01,0.89,,0.99,0.88,1.16
QFH.JO,Quantum Food,Food Producers,,0.0,,,STXFIN,%5EJ300,911.0,911.0,0.12,0.16,-0.88,-0.96,-1.37,-0.14,0.86,0.7,0.54,1.7,0.7,0.59,1.91
QLT.JO,QUILTER PLC,Investment Banking and Brokerage Service,581.0,0.004,16037.65,27.58,STXFIN,%5EJ300,3261.0,3261.0,-0.06,-0.07,-0.69,-0.8,2.64,0.05,1.05,1.12,1.07,1.12,1.12,1.19,1.33
RBO.JO,Rainbow Chicken,Food Producers,,0.0,,,STXFIN,%5EJ300,364.0,,,,,,,,,0.88,,,0.88,,
RBX.JO,RAUBEX GROUP LTD,Construction & Materials,115.0,0.0013,5362.68,46.5,STXFIN,%5EJ300,4265.0,4265.0,0.01,-0.04,1.32,1.44,-2.14,0.04,1.04,0.97,1.13,1.34,0.97,1.25,1.55
RDF.JO,REDEFINE,Real Estate Investment Trusts,4600.0,0.0048,19503.97,4.24,STXPRO,%5EJ300,437.0,437.0,-0.01,0.02,-0.29,-0.32,2.13,0.01,1.01,1.03,1.01,0.98,1.03,1.07,1.13
REM.JO,REMGRO,Investment Banking and Brokerage Service,339.0,0.0116,46907.1,138.44,STXFIN,%5EJ300,13391.0,13391.0,0.02,0.05,0.06,0.07,-0.23,-0.01,0.99,0.99,0.95,0.77,0.99,1.05,0.97
RES.JO,RESILIENT REIT LIMITED,Real Estate Investment Trusts,203.0,0.0026,10284.24,50.54,STXPRO,%5EJ300,6084.0,,,,,,,,,1.03,1.07,1.02,1.03,1.14,1.16
RFG.JO,RFG Holdings,Food Producers,,0.0,,,STXFIN,%5EJ300,1515.0,,,,,,,,,1.02,0.99,1.02,1.02,1.1,1.22
RLO.JO,REUNERT,Electronics & Electrical Equipment,105.0,0.0019,7577.53,72.39,STXFIN,%5EJ300,7185.0,,,,,,,,,0.99,0.95,0.97,0.99,1.05,1.17
RMH.JO,RMB Holdings,Investment Banking and Brokerage Service,,0.0,,,STXFIN,%5EJ300,41.0,,,,,,,,,1.06,0.91,0.93,1.06,1.0,1.13
RNI.JO,REINET INVESTMENTS SCA,Investment Banking and Brokerage Service,90.0,0.0102,40947.74,454.6,STXACW,%5EJ300,47416.0,,,,,,,,,1.07,1.04,,1.05,1.02,1.06
RTN.JO,Rex Trueform,Retailers,,0.0,,,STXFIN,%5EJ300,11.03,,,,,,,,,0.01,0.01,0.01,0.01,0.01,0.19
S32.JO,SOUTH32 LTD,Industrial Metals & Mining,211.0,0.0024,9536.06,45.24,STXRES,%5EJ300,3452.0,,,,,,,,,0.82,0.83,0.76,0.79,0.76,1.0
SAC.JO,SA CORP REAL ESTATE,Real Estate Investment Trusts,1638.0,0.0011,4405.85,2.69,STXPRO,%5EJ300,268.0,,,,,,,,,1.0,0.96,1.02,1.0,1.01,1.16
SAP.JO,SAPPI,Industrial Materials,402.0,0.0052,21047.59,52.42,STXFIN,%5EJ300,4625.0,,,,,,,,,0.89,0.76,0.9,0.89,0.83,1.1
SB=F,Sugar futures,TBC,332.0,0.0009,3816.29,11.49,STXFIN,%5EJ300,,,,,,,,,,0.94,0.9,0.72,0.94,0.98,0.9
SBK.JO,STANBANK,Banks,902.0,0.0475,191276.92,212.1,STXFIN,%5EJ300,21667.0,,,,,,,,,1.04,1.04,0.95,1.04,1.15,1.15
SBP.JO,Sabvest,Investment Banking and Brokerage Service,,0.0,,,STXFIN,%5EJ300,7101.0,,,,,,,,,0.97,0.97,0.9,0.97,1.07,1.1
SDO.JO,Stadio,Consumer Services,,0.0,,,STXFIN,%5EJ300,540.0,,,,,,,,,1.01,1.01,0.96,1.01,1.12,1.16
SEB.JO,Sebata,Software & Computer Services,,0.0,,,STXFIN,%5EJ300,100.0,,,,,,,,,0.9,0.4,0.28,0.9,0.44,0.47
SEP.JO,Sephaku,Construction & Materials,,0.0,,,STXFIN,%5EJ300,180.0,,,,,,,,,1.08,1.52,1.34,1.08,1.68,1.55
SFN.JO,Sasfin Holdings,Banks,,0.0,,,STXFIN,%5EJ300,2575.0,,,,,,,,,1.42,1.4,0.86,1.42,1.55,1.06
SHC.JO,Shaftesbury Capital,Real Estate Investment Trusts,85.0,0.0007,2840.55,33.3,STXPRO,%5EJ300,3354.0,,,,,,,,,1.0,0.96,1.02,1.0,1.02,1.16
SHG.JO,Sea Harvest,Food Producers,,0.0,,,STXFIN,%5EJ300,808.0,,,,,,,,,0.99,0.9,0.8,0.99,0.99,1.0
SHP.JO,SHOPRITE,Personal Care Drug and Grocery Stores,324.0,0.0232,93479.44,288.5,STXFIN,%5EJ300,28988.0,,,,,,,,,1.0,0.99,0.98,1.0,1.1,1.18
SLM.JO,SANLAM,Life Insurance,1174.0,0.0239,96405.72,82.14,STXFIN,%5EJ300,7923.0,,,,,,,,,0.98,1.0,0.97,0.97,1.1,1.17
SNT.JO,SANTAM,Nonlife Insurance,27.0,0.0022,8910.41,329.66,STXFIN,%5EJ300,32670.0,,,,,,,,,0.99,0.95,0.97,0.99,1.05,1.17
SNV.JO,Santova,Industrial Transportation,,0.0,,,STXFIN,%5EJ300,770.0,,,,,,,,,1.02,0.93,0.89,1.02,1.03,1.09
SOH.JO,South Ocean Holdings,General Industrials,,0.0,,,STXFIN,%5EJ300,265.0,,,,,,,,,1.04,1.58,1.81,1.03,1.74,2.03
SOL.JO,SASOL,Chemicals,393.0,0.0139,56069.17,142.6,STXFIN,%5EJ300,13023.0,,,,,,,,,0.98,0.89,0.78,0.98,0.98,0.97
SPG.JO,SUPER GROUP,Industrial Transportation,216.0,0.0016,6338.94,29.32,STXFIN,%5EJ300,2954.0,,,,,,,,,1.04,0.93,0.93,1.04,1.03,1.13
SPP.JO,SPAR,Personal Care Drug and Grocery Stores,131.0,0.0038,15476.19,118.5,STXFIN,%5EJ300,12169.0,,,,,,,,,1.03,1.06,0.97,1.03,1.17,1.17
SRE.JO,SIRIUS REAL ESTATE LTD,Real Estate Investment Trusts,269.0,0.0015,5931.54,22.05,STXPRO,%5EJ300,2209.0,,,,,,,,,0.98,0.9,1.01,0.98,0.96,1.16
SSK.JO,Stefanutti Stocks,Construction & Materials,,0.0,,,STXFIN,%5EJ300,276.0,,,,,,,,,0.89,2.32,2.0,0.89,2.55,2.22
SSS.JO,STOR-AGE PROPERTY REIT LTD,Real Estate Investment Trusts,258.0,0.0009,3445.07,13.35,STXPRO,%5EJ300,1335.0,,,,,,,,,1.02,0.93,0.89,1.02,0.98,1.04
SSU.JO,Southern Sun LTD,Travel & Leisure,545.0,0.0008,3092.42,5.67,STXFIN,%5EJ300,616.0,,,,,,,,,1.07,1.02,1.06,1.07,1.13,1.26
SSW.JO,Sibanye Stillwater Ltd,Precious Metals and Mining,1902.0,0.0101,40659.72,21.38,STXRES,%5EJ300,1790.0,,,,,,,,,0.9,0.87,0.75,0.86,0.8,0.99
STX40.JO,Satrix 40,ETF,,0.0,,,STXFIN,%5EJ300,7393.0,,,,,,,,,0.99,0.89,0.98,0.99,0.98,1.18
STXACW.JO,SATRIX MSCI ACWI,ETF,,0.0,,,STXACW,%5EJ300,7539.0,,,,,,,,,1.0,1.0,,0.98,0.98,
STXCAP.JO,Satrix Capped All Share,ETF,,0.0,,,%5EJ300,%5EJ300,4032.0,,,,,,,,,1.0,0.99,1.0,1.0,0.99,1.18
STXFIN.JO,Satrix FINI,ETF,,0.0,,,STXFIN,%5EJ300,1943.0,,,,,,,,,1.0,1.0,1.0,1.0,1.1,1.2
STXGOV.JO,Satrix SA Bond,ETF,,0.0,,,STXGOV,%5EJ300,841.0,,,,,,,,,1.0,1.0,1.0,1.03,1.07,1.14
STXMMT.JO,Satrix Momentum EFT,ETF,,0.0,,,STXMMT,%5EJ300,1346.0,,,,,,,,,1.0,1.0,1.0,1.01,1.0,1.19
STXPRO.JO,Satrix Property,ETF,,0.0,,,STXPRO,%5EJ300,1037.0,,,,,,,,,1.0,1.0,1.0,1.0,1.06,1.14
STXRES.JO,Satrix Resources 10,ETF,,0.0,,,STXRES,%5EJ300,6084.0,,,,,,,,,1.0,1.0,1.0,0.96,0.92,1.26
SUI.JO,SUN INT LTD,Travel & Leisure,118.0,0.0011,4462.67,37.68,STXFIN,%5EJ300,3852.0,,,,,,,,,1.02,0.96,0.8,1.02,1.06,1.0
SUR.JO,Spur,Travel & Leisure,,0.0,,,STXFIN,%5EJ300,3400.0,,,,,,,,,0.99,1.0,1.0,0.99,1.11,1.2
SYG.JO,Sygnia,Investment Banking and Brokerage Service,,0.0,,,STXFIN,%5EJ300,2045.0,,,,,,,,,1.0,0.86,0.95,1.0,0.95,1.15
TBS.JO,TIGBRANDS,Food Producers,106.0,0.0056,22486.02,212.0,STXFIN,%5EJ300,22178.0,,,,,,,,,1.07,0.98,0.93,1.07,1.08,1.13
TCP.JO,TRANSACTION CAPITAL LTD,Finance and Credit Services,409.0,0.0003,1187.33,2.9,STXFIN,%5EJ300,291.0,,,,,,,,,0.96,0.88,0.29,0.96,0.97,0.48
TFG.JO,THE FOSCHINI GROUP LTD,Retailers,218.0,0.007,28406.89,130.07,STXFIN,%5EJ300,13096.0,,,,,,,,,1.01,1.16,1.1,1.01,1.28,1.3
TGA.JO,Thungela Resources Ltd,Oil & Gas and Coal,75.0,0.0021,8536.44,113.76,STXRES,%5EJ300,12400.0,,,,,,,,,1.15,0.99,0.89,1.11,0.91,1.14
TKG.JO,TELKOM,Telecommunications Service Providers,190.0,0.0011,4533.15,23.86,STXFIN,%5EJ300,2405.0,,,,,,,,,0.96,0.83,0.75,0.96,0.92,0.95
TPC.JO,Transpaco,General Industrials,,0.0,,,STXFIN,%5EJ300,3216.0,,,,,,,,,1.05,0.95,0.86,1.05,1.05,1.06
TRE.JO,Trencor,General Industrials,,0.0,,,STXFIN,%5EJ300,740.0,,,,,,,,,0.99,0.88,0.89,0.99,0.97,1.09
TRL.JO,Trellidor,General Industrials,,0.0,,,STXFIN,%5EJ300,166.0,,,,,,,,,1.0,1.0,0.9,1.0,1.1,1.1
TRU.JO,TRUWORTHS,Retailers,250.0,0.0057,23005.52,91.97,STXFIN,%5EJ300,8985.0,,,,,,,,,0.98,1.01,1.04,0.98,1.11,1.24
TSG.JO,TSOGO SUN GAMING LIMITED,Travel & Leisure,332.0,0.0009,3816.29,11.49,STXFIN,%5EJ300,1123.0,,,,,,,,,0.98,0.87,0.85,0.98,0.95,1.04
VKE.JO,VUKILE,Real Estate Investment Trusts,667.0,0.0027,10820.81,16.22,STXPRO,%5EJ300,1680.0,,,,,,,,,1.04,0.99,1.01,1.04,1.05,1.15
VOD.JO,VODACOM GROUP LIMITED,Telecommunications Service Providers,405.0,0.0097,39057.97,96.52,STXFIN,%5EJ300,9985.0,,,,,,,,,1.04,0.99,0.94,1.04,1.09,1.14
VUN.JO,Vunani,Finance and Credit Services,,0.0,,,STXFIN,%5EJ300,200.0,,,,,,,,,0.98,0.83,0.65,0.98,0.91,0.85
WBC.JO,We Buy Cars,Retailers,134.0,0.0009,3458.25,25.8,STXFIN,%5EJ300,2613.0,,,,,,,,,1.06,1.02,,1.06,1.13,
WBO.JO,WBHOVCO,Construction & Materials,37.0,0.0016,6490.17,175.0,STXFIN,%5EJ300,18134.0,,,,,,,,,1.05,1.1,1.15,1.04,1.21,1.36
WHL.JO,Woolworths,Retailers,603.0,0.0091,36597.49,60.69,STXFIN,%5EJ300,6082.0,,,,,,,,,1.03,0.89,0.81,1.03,0.98,1.01
WKF.JO,Workforce,Support Services,,0.0,,,STXFIN,%5EJ300,125.0,,,,,,,,,90.25,1.1,0.69,90.18,1.21,0.89
XC=F,Mini-Corn Futures,TBC,332.0,0.0009,3816.29,11.49,STXFIN,%5EJ300,,,,,,,,,,0.95,0.76,0.84,0.95,0.83,1.03
XRH0.L,db Physical Rhodium ETC,TBC,332.0,0.0009,3816.29,11.49,STXFIN,%5EJ300,,,,,,,,,,0.97,0.7,0.98,0.97,0.76,1.18
YRK.JO,York Timber,Industrial Materials,,0.0,,,STXFIN,%5EJ300,212.0,,,,,,,,,1.22,1.11,1.06,1.22,1.22,1.26
ZED.JO,Zeder,Investment Banking and Brokerage Service,,0.0,,,STXFIN,%5EJ300,190.0,,,,,,,,,1.02,0.9,0.94,1.02,1.0,1.13
ZZD.JO,Zeda,Retailers,,0.0,,,STXFIN,%5EJ300,1185.0,,,,,,,,,0.98,0.88,0.87,0.98,0.97,1.07
