code,share_name,industry,sub_industry,rsi_comparison_market,rsi_comparison_sector,commodity,Current Price,Current Value,Next Week Prediction,Next Month Prediction,Z-Score,Overbought_Oversold,Overbought_Oversold_Value,SECTOR RSI 1M,SECTOR RSI 3M,SECTOR RSI 6M,MARKET RSI 1M,MARKET RSI 3M,MARKET RSI 6M
QLT.JO,Quilter plc,Financials,Investment Banking and Brokerage Services,%5EJ300.JO,STXFIN.JO,False,3440.0,3440.0,-1.0,-1.0,1.91,0.07,1.07,1.14,1.2,1.27,1.18,1.32,1.48
RBO.JO,Rainbow Chicken Limited,Consumer Staples,Food Producers,%5EJ300.JO,STXFIN.JO,False,360.0,360.0,-1.0,-1.0,-1.2,,,0.93,,,0.96,,
RBX.JO,Raubex Group Ltd,Industrials,Construction Materials,%5EJ300.JO,STXFIN.JO,False,4250.0,4250.0,-1.0,-1.0,-0.51,0.0,1.0,0.89,1.02,1.33,0.92,1.13,1.54
RCL.JO,RCL Foods Limited,Consumer Staples,Food Producers,%5EJ300.JO,STXFIN.JO,False,910.0,910.0,-1.0,-1.0,-2.54,-0.03,0.97,0.91,0.81,0.88,0.94,0.89,1.08
REM.JO,Remgro Ltd,Financials,Investment Banking and Brokerage Services,%5EJ300.JO,STXFIN.JO,False,13925.0,13925.0,-1.0,-1.0,2.16,-0.01,0.99,0.98,0.96,0.81,1.01,1.06,1.01
RFG.JO,RFG Holdings Limited,Consumer Staples,Food Producers,%5EJ300.JO,STXFIN.JO,False,1548.0,1548.0,-1.0,-1.0,0.85,-0.0,1.0,0.96,1.03,1.04,0.99,1.13,1.24
RLO.JO,Reunert Ltd,Industrials,Electronic and Electrical Equipment,%5EJ300.JO,STXFIN.JO,False,7240.0,7240.0,-1.0,-1.0,0.9,0.0,1.0,0.97,0.97,1.0,1.0,1.07,1.2
RMH.JO,RMB Holdings Ltd,Financials,Investment Banking and Brokerage Services,%5EJ300.JO,STXFIN.JO,False,41.0,41.0,-1.0,-1.0,-1.08,0.02,1.02,1.0,0.95,1.08,1.04,1.05,1.29
RNI.JO,Reinet Investments S.C.A,Financials,Investment Banking and Brokerage Services,%5EJ300.JO,STXFIN.JO,False,46377.0,46377.0,-1.0,-1.0,-1.05,0.02,1.02,0.99,0.91,0.84,1.02,1.0,1.04
RTO.JO,Rex Trueform Group Ltd,Consumer Discrescretionary,Retailers,%5EJ300.JO,STXFIN.JO,False,11.26,11.26,-1.0,-1.0,-0.32,-0.42,0.58,0.01,0.88,0.88,0.01,0.97,1.08
S32.JO,South32 Limited,Basic Materials,Industrial Metals and Mining,%5EJ300.JO,STXRES.JO,False,3515.0,3515.0,-1.0,-1.0,-0.29,-0.12,0.88,0.87,0.83,0.85,0.8,0.73,1.06
SAP.JO,Sappi Ltd,Basic Materials,Industrial Materials,%5EJ300.JO,STXRES.JO,False,4497.0,4497.0,-1.0,-1.0,-0.97,-0.02,0.98,0.93,0.89,0.84,0.86,0.79,1.05
SBK.JO,Standard Bank Group Ltd,Financials,Banks,%5EJ300.JO,STXFIN.JO,False,23224.0,23224.0,-1.0,-1.0,3.75,0.02,1.02,1.0,1.03,0.97,1.03,1.13,1.17
SBP.JO,Sabvest Capital Limited,Financials,Investment Banking and Brokerage Services,%5EJ300.JO,STXFIN.JO,False,7350.0,7350.0,-1.0,-1.0,1.32,0.0,1.0,0.94,0.98,0.94,0.97,1.08,1.14
SDO.JO,Stadio Holdings Limited,Consumer Discrescretionary,Consumer Services,%5EJ300.JO,STXFIN.JO,False,530.0,530.0,-1.0,-1.0,-1.46,0.02,1.02,0.97,1.04,1.01,1.01,1.15,1.21
SEB.JO,Sebata Holdings Ltd,Technology,Software and Computer Services,%5EJ300.JO,STXFIN.JO,False,105.0,105.0,-1.0,-1.0,1.03,-0.08,0.92,0.96,0.45,0.48,0.99,0.5,0.67
SEP.JO,Sephaku Holdings Ltd,Industrials,Construction Materials,%5EJ300.JO,STXFIN.JO,False,200.0,200.0,-1.0,-1.0,2.52,0.05,1.05,1.06,1.54,1.66,1.1,1.69,1.88
SFN.JO,Sasfin Holdings Ltd,Financials,Investment Banking and Brokerage Services,%5EJ300.JO,STXFIN.JO,False,2625.0,2625.0,-1.0,-1.0,-0.16,0.17,1.17,0.96,1.47,1.1,0.99,1.62,1.3
SHG.JO,Sea Harvest Group Ltd,Consumer Staples,Food Producers,%5EJ300.JO,STXFIN.JO,False,808.0,808.0,-1.0,-1.0,-0.58,-0.01,0.99,0.91,0.93,0.83,0.94,1.03,1.03
SHP.JO,Shoprite Holdings Ltd,Consumer Staples,"Personal Care, Drug and Grocery Stores",%5EJ300.JO,STXFIN.JO,False,29736.0,29736.0,-1.0,-1.0,0.87,0.01,1.01,1.02,1.03,0.99,1.05,1.14,1.19
SLM.JO,Sanlam Limited,Financials,Life Insurance,%5EJ300.JO,STXFIN.JO,False,8350.0,8350.0,-1.0,-1.0,2.94,-0.01,0.99,0.99,0.99,1.05,1.02,1.09,1.25
SNT.JO,Santam Limited,Financials,Non-Life Insurance,%5EJ300.JO,STXFIN.JO,False,34501.0,34501.0,-1.0,-1.0,2.52,-0.01,0.99,0.97,1.01,1.03,1.01,1.11,1.23
SNV.JO,Santova Limited,Industrials,Industrial Transportation,%5EJ300.JO,STXFIN.JO,False,775.0,775.0,-1.0,-1.0,-0.69,0.01,1.01,0.94,0.9,0.9,0.97,0.99,1.1
SOH.JO,South Ocean Holdings Ltd,Industrials,Electronic and Electrical Equipment,%5EJ300.JO,STXFIN.JO,False,270.0,270.0,-1.0,-1.0,1.4,0.11,1.11,0.98,1.61,1.92,1.01,1.78,2.14
SOL.JO,Sasol Limited,Basic Materials,Chemicals,%5EJ300.JO,STXFIN.JO,False,13525.0,13525.0,-1.0,-1.0,0.09,-0.01,0.99,0.93,0.87,0.8,0.96,0.96,1.0
SPG.JO,Super Group Ltd,Industrials,Industrial Transportation,%5EJ300.JO,STXFIN.JO,False,2658.0,2658.0,-1.0,-1.0,-1.19,-0.01,0.99,0.81,0.8,0.88,0.84,0.89,1.08
SPP.JO,The Spar Group Ltd,Consumer Staples,"Personal Care, Drug and Grocery Stores",%5EJ300.JO,STXFIN.JO,False,12371.0,12371.0,-1.0,-1.0,0.63,0.02,1.02,0.98,1.02,1.0,1.01,1.12,1.2
SSK.JO,Stefanutti Stck Hldgs Ltd,Industrials,Construction Materials,%5EJ300.JO,STXFIN.JO,False,276.0,276.0,-1.0,-1.0,-0.21,0.06,1.06,0.91,2.34,2.19,0.93,2.59,2.42
SSU.JO,Southern Sun Ltd,Consumer Discrescretionary,Travel and Leisure,%5EJ300.JO,STXFIN.JO,False,616.0,616.0,-1.0,-1.0,0.52,0.04,1.04,1.02,1.04,1.07,1.06,1.15,1.27
SSW.JO,Sibanye Stillwater Ltd,Basic Materials,Precious Metals and Mining,%5EJ300.JO,STXRES.JO,False,1836.0,1836.0,-1.0,-1.0,-0.39,-0.05,0.95,0.91,0.78,0.74,0.84,0.69,0.94
SUI.JO,Sun International Ltd,Consumer Discrescretionary,Travel and Leisure,%5EJ300.JO,STXFIN.JO,False,3944.0,3944.0,-1.0,-1.0,1.35,0.01,1.01,1.0,0.96,0.89,1.03,1.06,1.09
SUR.JO,Spur Corporation Ltd,Consumer Discrescretionary,Travel and Leisure,%5EJ300.JO,STXFIN.JO,False,3450.0,3450.0,-1.0,-1.0,0.09,0.01,1.01,0.98,1.01,1.04,1.01,1.12,1.25
SYG.JO,Sygnia Limited,Financials,Investment Banking and Brokerage Services,%5EJ300.JO,STXFIN.JO,False,1998.0,1998.0,-1.0,-1.0,-1.29,-0.01,0.99,0.94,0.89,0.96,0.97,0.98,1.16
TBS.JO,Tiger Brands Ltd,Consumer Staples,Food Producers,%5EJ300.JO,STXFIN.JO,False,22430.0,22430.0,-1.0,-1.0,1.85,0.03,1.03,1.0,1.0,0.95,1.03,1.11,1.15
TCP.JO,Transaction Capital Ltd,Financials,Finance and Credit Services,%5EJ300.JO,STXFIN.JO,False,285.0,285.0,-1.0,-1.0,0.51,-0.02,0.98,0.94,0.92,0.27,0.97,1.02,0.45
TFG.JO,The Foschini Group Limited,Consumer Discrescretionary,Retailers,%5EJ300.JO,STXFIN.JO,False,13491.0,13491.0,-1.0,-1.0,1.08,0.02,1.02,0.94,1.12,1.08,0.97,1.23,1.28
TGA.JO,Thungela Resources Ltd,Energy,Oil Gas and Coal,%5EJ300.JO,STXFIN.JO,False,12400.0,12400.0,-1.0,-1.0,0.4,0.04,1.04,1.04,0.82,1.04,1.07,0.91,1.25
TKG.JO,Telkom SA SOC Ltd,Telecommunications,Telecommunication Service Providers,%5EJ300.JO,STXFIN.JO,False,2394.0,2394.0,-1.0,-1.0,1.22,0.0,1.0,1.0,0.84,0.73,1.03,0.93,0.93
TLM.JO,Telemaster Holdings Ltd,Telecommunications,Telecommunication Service Providers,%5EJ300.JO,STXFIN.JO,False,103.0,103.0,-1.0,-1.0,0.49,-0.11,0.89,0.96,0.71,1.07,0.99,0.79,1.28
TMT.JO,Trematon Capital Inv Ltd,Financials,Closed end Investments,%5EJ300.JO,STXFIN.JO,False,217.0,217.0,-1.0,-1.0,-0.3,0.03,1.03,1.04,1.07,0.81,1.07,1.18,1.0
TPC.JO,Transpaco Ltd,Industrials,General Industrials,%5EJ300.JO,STXFIN.JO,False,3251.0,3251.0,-1.0,-1.0,-0.25,0.02,1.02,0.99,0.91,0.97,1.02,1.0,1.17
TRL.JO,Trellidor Hldgs Ltd,Industrials,Construction Materials,%5EJ300.JO,STXFIN.JO,False,165.0,165.0,-1.0,-1.0,-0.58,-0.06,0.94,0.84,0.95,0.94,0.86,1.05,1.14
TRU.JO,Truworths Int Ltd,Consumer Discrescretionary,Retailers,%5EJ300.JO,STXFIN.JO,False,9378.0,9378.0,-1.0,-1.0,3.14,-0.02,0.98,0.96,1.0,1.09,0.99,1.11,1.29
TSG.JO,Tsogo Sun Limited,Consumer Discrescretionary,Travel and Leisure,%5EJ300.JO,STXFIN.JO,False,1169.0,1169.0,-1.0,-1.0,3.08,0.01,1.01,1.05,0.93,0.92,1.09,1.02,1.12
UPL.JO,Universal Partners Ltd,Financials,Investment Banking and Brokerage Services,%5EJ300.JO,STXFIN.JO,False,1610.0,1610.0,-1.0,-1.0,0.05,-0.07,0.93,0.7,65.43,58.58,0.72,72.22,60.14
VOD.JO,Vodacom Group Ltd,Telecommunications,Telecommunication Service Providers,%5EJ300.JO,STXFIN.JO,False,9951.0,9951.0,-1.0,-1.0,0.45,0.02,1.02,1.03,0.96,0.97,1.07,1.06,1.17
WBC.JO,We Buy Cars Hlds Ltd,Consumer Discrescretionary,Retailers,%5EJ300.JO,STXFIN.JO,False,2792.0,2792.0,-1.0,-1.0,3.93,0.0,1.0,1.02,1.04,,1.05,1.15,
WBO.JO,Wilson Bayly Hlm-Ovc Ltd,Industrials,Construction Materials,%5EJ300.JO,STXFIN.JO,False,18314.0,18314.0,-1.0,-1.0,0.71,0.04,1.04,1.0,1.12,1.25,1.03,1.24,1.46
WHL.JO,Woolworths Holdings Ltd,Consumer Discrescretionary,Retailers,%5EJ300.JO,STXFIN.JO,False,6309.0,6309.0,-1.0,-1.0,2.33,-0.02,0.98,1.02,0.89,0.81,1.06,0.99,1.01
WKF.JO,Workforce Holdings Ltd,Industrials,General Industrials,%5EJ300.JO,STXFIN.JO,False,125.0,125.0,-1.0,-1.0,-0.79,1.26,2.26,85.45,1.11,0.68,88.21,1.22,0.88
YRK.JO,York Timber Holdings Ltd,Basic Materials,Industrial Materials,%5EJ300.JO,STXRES.JO,False,212.0,212.0,-1.0,-1.0,-0.15,0.06,1.06,1.01,1.38,1.04,0.93,1.22,1.26
ZED.JO,Zeder Inv Ltd,Financials,Investment Banking and Brokerage Services,%5EJ300.JO,STXFIN.JO,False,190.0,190.0,-1.0,-1.0,-0.62,0.02,1.02,0.97,0.97,1.16,1.0,1.07,1.36
ZZD.JO,Zeda Limited,Consumer Discrescretionary,Consumer Services,%5EJ300.JO,STXFIN.JO,False,1213.0,1213.0,-1.0,-1.0,0.15,0.0,1.0,0.98,0.92,0.92,1.02,1.02,1.12
